Rank,Pokemon,Weighted Usage %
1,Landorus-Therian,53.98549
2,Magearna,27.8925
3,Kartana,24.01319
4,Tapu Koko,23.59835
5,Toxapex,19.89518
6,Greninja-Ash,18.4043
7,Chansey,17.68278
8,Tapu Lele,16.72277
9,Heatran,15.96598
10,Ferrothorn,14.06667
11,Zygarde,12.7648
12,Clefable,12.68493
13,Skarmory,12.26649
14,Zapdos,10.8944
15,Tapu Bulu,10.39384
16,Scizor-Mega,10.24713
17,Hawlucha,10.09327
18,Greninja,8.98806
19,Tangrowth,8.92599
20,Keldeo,8.71023
21,Sableye-Mega,8.28179
22,Excadrill,8.07709
23,Blacephalon,7.57577
24,Tyranitar,7.45978
25,Lopunny-Mega,7.2594
26,Pinsir-Mega,7.17544
27,Medicham-Mega,7.09508
28,Magnezone,6.72797
29,Celesteela,6.40823
30,Kyurem-Black,6.39887
31,Mimikyu,5.34846
32,Mew,5.22577
33,Gyarados-Mega,5.04785
34,Mawile-Mega,5.0228
35,Venusaur-Mega,4.72769
36,Bisharp,4.697
37,Latios,4.61581
38,Gliscor,4.45468
39,Charizard-Mega-X,4.25399
40,Quagsire,4.2072
41,Diancie-Mega,4.2048
42,Alakazam-Mega,4.02191
43,Ditto,3.98054
44,Tapu Fini,3.8397
45,Pelipper,3.72666
46,Tornadus-Therian,3.71349
47,Swampert-Mega,3.64692
48,Jirachi,3.56723
49,Latios-Mega,3.5089
50,Latias-Mega,3.21436
51,Tyranitar-Mega,3.14906
52,Amoonguss,3.09568
53,Garchomp,3.06641
54,Volcarona,2.6944
55,Rotom-Wash,2.66555
56,Victini,2.61645
57,Muk-Alola,2.57099
58,Weavile,2.50303
59,Mantine,2.37626
60,Manaphy,2.26945
61,Dragonite,2.16623
62,Hippowdon,2.08609
63,Marowak-Alola,2.04903
64,Hoopa-Unbound,1.94103
65,Kingdra,1.89336
66,Stakataka,1.82516
67,Gastrodon,1.70739
68,Azumarill,1.69826
69,Cresselia,1.65231
70,Serperior,1.64598
71,Suicune,1.64081
72,Gengar,1.60357
73,Kommo-o,1.57724
74,Alomomola,1.47666
75,Ninetales-Alola,1.44086
76,Charizard-Mega-Y,1.40623
77,Slowbro-Mega,1.24546
78,Crawdaunt,1.21172
79,Hydreigon,1.17042
80,Seismitoad,1.16105
81,Manectric-Mega,1.15179
82,Ribombee,1.14772
83,Shedinja,1.1456
84,Shuckle,1.14514
85,Scizor,1.08645
86,Gyarados,1.07828
87,Thundurus,1.06379
88,Buzzwole,1.05185
